problem_id,title,difficulty,tags,text
prob-bank-285,Zomato Queue Throughput Scheduler 15,Hard,Queues Zomato Uber Company Wise,"Zomato Queue Throughput Scheduler 15 Queues Zomato Uber Company Wise Zomato placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-286,PhonePe Hash Map Collision Resolver 15,Easy,Hashing PhonePe Wipro Company Wise,"PhonePe Hash Map Collision Resolver 15 Hashing PhonePe Wipro Company Wise PhonePe placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-287,Razorpay Binary Tree Path Auditor 15,Medium,Trees Razorpay PayPal Company Wise,"Razorpay Binary Tree Path Auditor 15 Trees Razorpay PayPal Company Wise Razorpay placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-288,Zoho BST Range Inspector 15,Hard,Binary Search Trees Zoho Zomato Company Wise,"Zoho BST Range Inspector 15 Binary Search Trees Zoho Zomato Company Wise Zoho placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-289,Amazon Priority Heap Ranker 15,Easy,Heaps Amazon Meta Company Wise,"Amazon Priority Heap Ranker 15 Heaps Amazon Meta Company Wise Amazon placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-290,Google Graph Route Planner 15,Medium,Graphs Google Salesforce Company Wise,"Google Graph Route Planner 15 Graphs Google Salesforce Company Wise Google placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-291,Microsoft Recursive State Explorer 15,Hard,Recursion Microsoft Cognizant Company Wise,"Microsoft Recursive State Explorer 15 Recursion Microsoft Cognizant Company Wise Microsoft placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-292,Meta Backtracking Choice Builder 15,Easy,Backtracking Meta Intel Company Wise,"Meta Backtracking Choice Builder 15 Backtracking Meta Intel Company Wise Meta placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-293,Apple Greedy Placement Optimizer 15,Medium,Greedy Algorithms Apple Zoho Company Wise,"Apple Greedy Placement Optimizer 15 Greedy Algorithms Apple Zoho Company Wise Apple placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-294,Netflix DP Interview Grid 15,Hard,Dynamic Programming Netflix Adobe Company Wise,"Netflix DP Interview Grid 15 Dynamic Programming Netflix Adobe Company Wise Netflix placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-295,Adobe Trie Prefix Directory 15,Easy,Tries Adobe Infosys Company Wise,"Adobe Trie Prefix Directory 15 Tries Adobe Infosys Company Wise Adobe placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-296,Uber Segment Tree Query Engine 15,Medium,Segment Trees Uber Deloitte Company Wise,"Uber Segment Tree Query Engine 15 Segment Trees Uber Deloitte Company Wise Uber placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-297,Airbnb Bitmask Eligibility Filter 15,Hard,Bit Manipulation Airbnb Swiggy Company Wise,"Airbnb Bitmask Eligibility Filter 15 Bit Manipulation Airbnb Swiggy Company Wise Airbnb placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-298,Stripe Sliding Window Signal 15,Easy,Sliding Window Stripe Microsoft Company Wise,"Stripe Sliding Window Signal 15 Sliding Window Stripe Microsoft Company Wise Stripe placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-299,Salesforce Two Pointer Interview Sweep 15,Medium,Two Pointers Salesforce Stripe Company Wise,"Salesforce Two Pointer Interview Sweep 15 Two Pointers Salesforce Stripe Company Wise Salesforce placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-300,Oracle System Constraint Challenge 15,Hard,Advanced Interview Problems Oracle Capgemini Company Wise,"Oracle System Constraint Challenge 15 Advanced Interview Problems Oracle Capgemini Company Wise Oracle placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-301,TCS Array Window Balancer 16,Easy,Arrays TCS Cisco Company Wise,"TCS Array Window Balancer 16 Arrays TCS Cisco Company Wise TCS placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-302,Infosys String Pattern Normalizer 16,Medium,Strings Infosys Razorpay Company Wise,"Infosys String Pattern Normalizer 16 Strings Infosys Razorpay Company Wise Infosys placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-303,Wipro Linked List Pointer Repair 16,Hard,Linked Lists Wipro Netflix Company Wise,"Wipro Linked List Pointer Repair 16 Linked Lists Wipro Netflix Company Wise Wipro placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-304,Accenture Stack Sequence Validator 16,Easy,Stacks Accenture TCS Company Wise,"Accenture Stack Sequence Validator 16 Stacks Accenture TCS Company Wise Accenture placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-305,Capgemini Queue Throughput Scheduler 16,Medium,Queues Capgemini JP Morgan Company Wise,"Capgemini Queue Throughput Scheduler 16 Queues Capgemini JP Morgan Company Wise Capgemini placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-306,Cognizant Hash Map Collision Resolver 16,Hard,Hashing Cognizant Flipkart Company Wise,"Cognizant Hash Map Collision Resolver 16 Hashing Cognizant Flipkart Company Wise Cognizant placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-307,Goldman Sachs Binary Tree Path Auditor 16,Easy,Trees Goldman Sachs Google Company Wise,"Goldman Sachs Binary Tree Path Auditor 16 Trees Goldman Sachs Google Company Wise Goldman Sachs placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-308,JP Morgan BST Range Inspector 16,Medium,Binary Search Trees JP Morgan Airbnb Company Wise,"JP Morgan BST Range Inspector 16 Binary Search Trees JP Morgan Airbnb Company Wise JP Morgan placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Medium"
